row_id,source_id,source_kind,sequence_sha256,sequence_hash_short,length,external_family_id,external_family_name,external_family_group,holdout_split,truth_scope,source_predicted_fold_class,source_forced_prediction,source_abstained,source_confidence,protein_regime,pre_profile_order_axis,post_profile_order_axis,order_axis_claim_allowed,order_axis_confidence,order_axis_abstention_reason,order_axis_decision_reason,disorder_pressure,disorder_run_evidence,breaker_density,local_disorder_pressure,folded_beta_mimic_pressure,folded_mixed_mimic_pressure,compact_closure_pressure,beta_pairing_support,long_range_closure_evidence,contact_prior_density,pre_architecture_axis_prediction,post_architecture_axis_prediction,architecture_axis_confidence,architecture_axis_claim_allowed,architecture_axis_abstention_reason,repeat_pressure,compact_domain_pressure,repeat_recurrence_support,repeat_unit_consistency,repeat_vs_compact_margin,hydrophobic_periodicity_only_risk,profile_secondary_structure_axis,profile_order_axis,profile_environment_axis,architecture_axis_prediction,truth_secondary_structure_axis,truth_architecture_axis,truth_order_axis,truth_environment_axis,pre_axis_profile_same_axis_conflict,pre_architecture_axis_same_axis_conflict,post_axis_profile_same_axis_conflict,post_axis_profile_conflict_axes,post_architecture_axis_same_axis_conflict,post_combined_same_axis_conflict,post_conflict_axes,safe_axis_claim_count,unsafe_axis_claim_count,safe_axis_recovered_axes,safe_axis_recovered_count,order_axis_folded_mimic_quarantined,repeat_compact_ambiguity_quarantined,unsafe_class_recovery,guard_override,any_axis_claimed,global_fold_class_claim_allowed,axis_profile_claim_allowed,folding_problem_solved,claim_allowed,prediction_source_layer,failure_cohort
holdout_055_alpha_beta_mixed_03,external_holdout:holdout_mixed_family_03:055,locked_external_family_proxy,ee51d2492c85d283ecbfacdbb6655ee59bab8ba2a5e4e6f0f370281f01830bab,ee51d2492c85d283,194,holdout_mixed_family_03,tim_edge_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,repeat_like,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.474509,0.020619,0.170103,0.444004,0.458063,0.344532,0.345681,0.334549,0.411451,0.727941,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.696642,0.303152,0.233985,0.813988,0.39349,0.421635,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_056_alpha_beta_mixed_04,external_holdout:holdout_mixed_family_04:056,locked_external_family_proxy,4e4781200de4c9a7b8c62da89462b02eec6182673c10feee764ed5efb94c3aaa,4e4781200de4c9a7,113,holdout_mixed_family_04,nucleotide_binding_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.602757,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.588854,0.070796,0.176991,0.557817,0.374731,0.305007,0.314117,0.279862,0.38612,0.511111,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.451677,0.26847,0.199532,0.85119,0.183207,0.331767,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_057_alpha_beta_mixed_04,external_holdout:holdout_mixed_family_04:057,locked_external_family_proxy,ab7bd5a762f500225b85aac216beed45e48901b070f862d6210007ca58d6ba3d,ab7bd5a762f50022,133,holdout_mixed_family_04,nucleotide_binding_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.597908,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.594171,0.06015,0.203008,0.555318,0.389744,0.313462,0.317599,0.293719,0.359199,0.560606,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.515333,0.282088,0.173134,0.761905,0.233245,0.376925,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_058_alpha_beta_mixed_04,external_holdout:holdout_mixed_family_04:058,locked_external_family_proxy,d721dd700086d8da689260f3a0e58e6adde57277d6de40c90d2862ad276da036,d721dd700086d8da,155,holdout_mixed_family_04,nucleotide_binding_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.537566,0.051613,0.141935,0.478413,0.427789,0.345906,0.33481,0.304181,0.399621,0.730769,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.627197,0.303998,0.295973,0.875993,0.323199,0.430082,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_059_alpha_beta_mixed_04,external_holdout:holdout_mixed_family_04:059,locked_external_family_proxy,e859497d2dfe37305d4d6324d7a8ebc1cd7f5c126bb3978dafffb296ebb26877,e859497d2dfe3730,177,holdout_mixed_family_04,nucleotide_binding_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.641167,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.609636,0.045198,0.20904,0.579484,0.377168,0.30252,0.30772,0.274757,0.379348,0.561905,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.624814,0.24216,0.196595,0.848154,0.382654,0.33632,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_060_alpha_beta_mixed_04,external_holdout:holdout_mixed_family_04:060,locked_external_family_proxy,95d609c6dd597f225d640413ce8d143b90de49a46d1d77a00439e3915cb6ef53,95d609c6dd597f22,197,holdout_mixed_family_04,nucleotide_binding_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.55941,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.53148,0.020305,0.177665,0.494397,0.403276,0.310944,0.305865,0.289036,0.367168,0.625,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.666576,0.247114,0.301714,0.888393,0.419462,0.320833,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_061_membrane_like_01,external_holdout:holdout_membrane_family_01:061,locked_external_family_proxy,ff60534e80a863ab85136cdcafcfbc49cd35a9fd0b07326f6747fd9459e5a272,ff60534e80a863ab,132,holdout_membrane_family_01,multi_pass_helix_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.372398,0.045455,0.121212,0.386176,0.599901,0.459145,0.594273,0.51083,0.712675,0.8,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.668046,0.590003,0.667245,0.857143,0.078043,0.492292,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_062_membrane_like_01,external_holdout:holdout_membrane_family_01:062,locked_external_family_proxy,56b01c34045760e8526b34bd7221eb6d140b447445dcdbf7248e45a74bf599a0,56b01c34045760e8,154,holdout_membrane_family_01,multi_pass_helix_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.374076,0.038961,0.12987,0.387821,0.594324,0.454181,0.577064,0.499056,0.678279,0.833333,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.739903,0.572805,0.770406,0.875992,0.167098,0.509004,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_063_membrane_like_01,external_holdout:holdout_membrane_family_01:063,locked_external_family_proxy,79dd1ef203b51b83a63464181b9604d8c454c88912c1992524944c7029d0e75f,79dd1ef203b51b83,176,holdout_membrane_family_01,multi_pass_helix_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.348079,0.039773,0.125,0.369909,0.611309,0.468189,0.585912,0.510813,0.688314,0.866667,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.762345,0.5862,0.735119,0.872449,0.176145,0.52614,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_064_membrane_like_01,external_holdout:holdout_membrane_family_01:064,locked_external_family_proxy,6f419ac5a85781f730569598e8bd12e7e11f4c6bc4bcde65be8fd8aefc517156,6f419ac5a85781f7,198,holdout_membrane_family_01,multi_pass_helix_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.345993,0.035354,0.126263,0.36076,0.609736,0.466729,0.596194,0.516649,0.69707,0.860294,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.874901,0.575724,0.751399,0.860492,0.299177,0.489497,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_065_membrane_like_01,external_holdout:holdout_membrane_family_01:065,locked_external_family_proxy,b2b199b23fd5ca5108e5d42ac1c58482a9e9718bfe39218defdb1bca607d5bc2,b2b199b23fd5ca51,224,holdout_membrane_family_01,multi_pass_helix_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.350052,0.03125,0.129464,0.361284,0.615986,0.472174,0.591067,0.514512,0.698156,0.888889,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.851504,0.562297,0.740252,0.871399,0.289207,0.503242,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_066_membrane_like_02,external_holdout:holdout_membrane_family_02:066,locked_external_family_proxy,f81cf033b21df12302ce2426367ab3499401feb8c3ab400d0c6b2d7063235766,f81cf033b21df123,132,holdout_membrane_family_02,transporter_helix_bundle_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.364786,0.05303,0.121212,0.392406,0.602743,0.462513,0.589041,0.509775,0.695111,0.818182,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.681068,0.600627,0.675595,0.892857,0.080441,0.512756,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_067_membrane_like_02,external_holdout:holdout_membrane_family_02:067,locked_external_family_proxy,33aef422276bc2aaee748577920719814dd609c8dc4e88eb38baf8f98b0112ac,33aef422276bc2aa,154,holdout_membrane_family_02,transporter_helix_bundle_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.385045,0.045455,0.12987,0.399622,0.586231,0.447185,0.562438,0.487091,0.657298,0.833333,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.705535,0.560263,0.735845,0.875992,0.145272,0.466145,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_068_membrane_like_02,external_holdout:holdout_membrane_family_02:068,locked_external_family_proxy,49012437e04f0f45f74ec3d1f78cff2fea8f05ee38a1a83acd19f8fec228d75a,49012437e04f0f45,176,holdout_membrane_family_02,transporter_helix_bundle_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.349888,0.039773,0.125,0.370417,0.603134,0.458901,0.588754,0.507709,0.696242,0.847619,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.74919,0.580378,0.712635,0.872449,0.168812,0.480481,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_069_membrane_like_02,external_holdout:holdout_membrane_family_02:069,locked_external_family_proxy,4abaf91d89a3f96e37de79bc72319998bbd8d0d324830813cba2f69a225c7b77,4abaf91d89a3f96e,198,holdout_membrane_family_02,transporter_helix_bundle_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.344966,0.035354,0.131313,0.364277,0.623837,0.479876,0.606595,0.526984,0.72497,0.867647,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.84905,0.582183,0.738453,0.883743,0.266867,0.431851,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_070_membrane_like_02,external_holdout:holdout_membrane_family_02:070,locked_external_family_proxy,0e0ada1828db688f3dc0af73cce3541165e598af503533bb4d98ef3e7c478190,0e0ada1828db688f,224,holdout_membrane_family_02,transporter_helix_bundle_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.343957,0.03125,0.129464,0.357004,0.625751,0.482552,0.601802,0.526022,0.71113,0.888889,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.862247,0.57942,0.746493,0.889771,0.282827,0.52324,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_071_membrane_like_03,external_holdout:holdout_membrane_family_03:071,locked_external_family_proxy,c1613a6958d767f9f0b6a8b01477c02331421625f53cef927b3db2ea2dc879ff,c1613a6958d767f9,132,holdout_membrane_family_03,receptor_helix_bundle_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.408796,0.05303,0.128788,0.417069,0.568828,0.430105,0.54874,0.470365,0.638131,0.818182,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.672133,0.562187,0.663232,0.857143,0.109946,0.534835,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_072_membrane_like_03,external_holdout:holdout_membrane_family_03:072,locked_external_family_proxy,da6fb31d76923dad2b8fe02a749b57f358c142db319bba9fb6568df9b8d3777c,da6fb31d76923dad,154,holdout_membrane_family_03,receptor_helix_bundle_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.387406,0.045455,0.12987,0.402695,0.568364,0.425505,0.548797,0.467957,0.634091,0.846154,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.702941,0.537475,0.732754,0.875992,0.165466,0.41641,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_073_membrane_like_03,external_holdout:holdout_membrane_family_03:073,locked_external_family_proxy,3112023751274161e55491092c088f7c249623426f474bf7bec9f608bfa7610d,3112023751274161,176,holdout_membrane_family_03,receptor_helix_bundle_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.34703,0.034091,0.125,0.364494,0.610888,0.467946,0.592097,0.513811,0.704908,0.857143,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.779441,0.58371,0.744279,0.872449,0.195731,0.511557,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_074_membrane_like_03,external_holdout:holdout_membrane_family_03:074,locked_external_family_proxy,70dfc96ddaea8ec9c1ce2d28f0d87c38df5cccd73daeba36977a0d858640c6b4,70dfc96ddaea8ec9,198,holdout_membrane_family_03,receptor_helix_bundle_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.338142,0.030303,0.131313,0.357618,0.620334,0.478238,0.597216,0.522645,0.7017,0.875,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.870038,0.580358,0.768198,0.906994,0.28968,0.452889,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_075_membrane_like_03,external_holdout:holdout_membrane_family_03:075,locked_external_family_proxy,3fb7ddae7ea92e12d7cb7faacbce603d7075fbdf16f956384133235b2e71c168,3fb7ddae7ea92e12,224,holdout_membrane_family_03,receptor_helix_bundle_proxy,membrane_like,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,membrane_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.335438,0.026786,0.125,0.347556,0.612832,0.470746,0.588326,0.513739,0.684816,0.888889,unknown,unknown,0.0,False,membrane segmentation can reflect helices rather than global domains,0.846662,0.569845,0.740497,0.882422,0.276817,0.502021,weak_or_unknown,ordered,membrane_like,unknown,alpha_rich,unknown,ordered,membrane_like,False,False,False,,False,False,,2,0,order_axis;environment_axis,2,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_076_disordered_or_mixed_order_01,external_holdout:holdout_disorder_family_01:076,locked_external_family_proxy,e59480f26c9c00c6f9738e66779b6d948dbf7ae59643b1d72145fb117412cc72,e59480f26c9c00c6,90,holdout_disorder_family_01,acidic_idr_proxy,disordered_or_mixed_order,external_fold_family_100,uncertain,disordered_flexible,True,False,1.0,intrinsically_disordered,disordered_flexible,disordered_flexible,True,0.716667,,disorder order-axis claim has strong run/breaker evidence and weak folded-domain mimic evidence,1.0,0.277778,0.377778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,0.0,False,disorder-like segmentation pressure is too high,0.237176,0.0,0.071806,0.888393,0.237176,0.16429,weak_or_unknown,disordered_flexible,unknown,unknown,weak_or_unknown,unknown,disordered_flexible,unknown,False,False,False,,False,False,,1,0,,0,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_077_disordered_or_mixed_order_01,external_holdout:holdout_disorder_family_01:077,locked_external_family_proxy,ef681cc7dcc18b6ce357c0879b55895692896501b64da94b8a2a02e4773186bd,ef681cc7dcc18b6c,118,holdout_disorder_family_01,acidic_idr_proxy,disordered_or_mixed_order,external_fold_family_100,uncertain,disordered_flexible,True,False,1.0,intrinsically_disordered,disordered_flexible,disordered_flexible,True,0.736102,,disorder order-axis claim has strong run/breaker evidence and weak folded-domain mimic evidence,1.0,0.432203,0.305085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,0.0,False,disorder-like segmentation pressure is too high,0.288664,0.0,0.081313,0.925324,0.288664,0.179085,weak_or_unknown,disordered_flexible,unknown,unknown,weak_or_unknown,unknown,disordered_flexible,unknown,False,False,False,,False,False,,1,0,,0,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_078_disordered_or_mixed_order_01,external_holdout:holdout_disorder_family_01:078,locked_external_family_proxy,cdfc838217db08b768af235a8f1878a0865397b3e3bcfb69db6482f09172ca06,cdfc838217db08b7,156,holdout_disorder_family_01,acidic_idr_proxy,disordered_or_mixed_order,external_fold_family_100,uncertain,disordered_flexible,True,False,1.0,intrinsically_disordered,disordered_flexible,disordered_flexible,True,0.728846,,disorder order-axis claim has strong run/breaker evidence and weak folded-domain mimic evidence,1.0,0.326923,0.384615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.793809,0.0,0.292326,0.900793,0.793809,0.45646,weak_or_unknown,disordered_flexible,unknown,unknown,weak_or_unknown,unknown,disordered_flexible,unknown,False,False,False,,False,False,,1,0,,0,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_079_disordered_or_mixed_order_01,external_holdout:holdout_disorder_family_01:079,locked_external_family_proxy,664b8cd3d618e4e0eb612f1830cb7afba79d157c4747ae6431f827cd17d556af,664b8cd3d618e4e0,212,holdout_disorder_family_01,acidic_idr_proxy,disordered_or_mixed_order,external_fold_family_100,uncertain,disordered_flexible,True,False,1.0,intrinsically_disordered,disordered_flexible,disordered_flexible,True,0.674811,,disorder order-axis claim has strong run/breaker evidence and weak folded-domain mimic evidence,1.0,0.117925,0.34434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.602577,0.0,0.178628,0.876543,0.602577,0.304316,weak_or_unknown,disordered_flexible,unknown,unknown,weak_or_unknown,unknown,disordered_flexible,unknown,False,False,False,,False,False,,1,0,,0,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_080_disordered_or_mixed_order_01,external_holdout:holdout_disorder_family_01:080,locked_external_family_proxy,c7fb648e730d4e7985dc6e6479a5760e2303d3a5329d34aae4be2d3eb915262d,c7fb648e730d4e79,278,holdout_disorder_family_01,acidic_idr_proxy,disordered_or_mixed_order,external_fold_family_100,uncertain,disordered_flexible,True,False,1.0,intrinsically_disordered,disordered_flexible,disordered_flexible,True,0.70777,,disorder order-axis claim has strong run/breaker evidence and weak folded-domain mimic evidence,1.0,0.273381,0.338129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.626893,0.0,0.191691,0.889315,0.626893,0.33258,weak_or_unknown,disordered_flexible,unknown,unknown,weak_or_unknown,unknown,disordered_flexible,unknown,False,False,False,,False,False,,1,0,,0,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_081_disordered_or_mixed_order_02,external_holdout:holdout_disorder_family_02:081,locked_external_family_proxy,22cd4e7cd79427d9d45c643f7df358b3b276beabef4333dcc044f522968b337c,22cd4e7cd79427d9,95,holdout_disorder_family_02,basic_low_complexity_proxy,disordered_or_mixed_order,external_fold_family_100,uncertain,disordered_flexible,True,False,1.0,intrinsically_disordered,disordered_flexible,disordered_flexible,True,0.813474,,disorder order-axis claim has strong run/breaker evidence and weak folded-domain mimic evidence,1.0,0.726316,0.368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,0.0,False,disorder-like segmentation pressure is too high,0.256254,0.0,0.071093,0.888393,0.256254,0.181008,weak_or_unknown,disordered_flexible,unknown,unknown,weak_or_unknown,unknown,disordered_flexible,unknown,False,False,False,,False,False,,1,0,,0,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_082_disordered_or_mixed_order_02,external_holdout:holdout_disorder_family_02:082,locked_external_family_proxy,32092929991215dc72b34acf72b6d36bdc56947a55e5e5d44df957158cd20747,32092929991215dc,123,holdout_disorder_family_02,basic_low_complexity_proxy,disordered_or_mixed_order,external_fold_family_100,uncertain,disordered_flexible,True,False,1.0,intrinsically_disordered,disordered_flexible,disordered_flexible,True,0.76642,,disorder order-axis claim has strong run/breaker evidence and weak folded-domain mimic evidence,1.0,0.617886,0.308943,1.0,0.065007,0.047774,0.080742,0.0,0.227532,0.054545,unknown,unknown,0.0,False,disorder-like segmentation pressure is too high,0.336362,0.028163,0.074722,0.892857,0.308199,0.14737,weak_or_unknown,disordered_flexible,unknown,unknown,weak_or_unknown,unknown,disordered_flexible,unknown,False,False,False,,False,False,,1,0,,0,False,False,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
